Categories,Events,Gender,SZZ,Buggy,Commits,SZZ_Cal,SZZ_count,,
Cat-3,Mitaka-16,male,17.79,50,401,22,22,,
Cat-3,Mitaka-16,male,16.36,50,400,22,22,,
Cat-3,Mitaka-16,male,17.45,50,400,22,22,,
Cat-3,Mitaka-16,male,17.5,50,400,22,22,,
Cat-3,Mitaka-16,male,22.48,50,398,22,22,,
Cat-3,Mitaka-16,neutral,19.42,50,397,22,22,,
Cat-3,Mitaka-16,neutral,18.19,50,396,22,22,,
Cat-3,Mitaka-16,neutral,20.29,49,395,22,22,,
Cat-3,Mitaka-16,male,21.21,49,394,22,22,,
Cat-3,Newton-16,male,19.24,188,1546,22,22,,
Cat-3,Newton-16,male,18.22,138,1137,22,22,,
Cat-3,Newton-16,male,18,98,802,22,22,,
Cat-3,Newton-16,male,17.11,90,736,22,22,,
Cat-3,Newton-16,female,19.2,88,713,22,22,,
Cat-3,Newton-16,female,15.5,80,654,22,22,,
Cat-3,Newton-16,female,23.2,80,653,22,22,,
Cat-3,Newton-16,female,16.58,80,650,22,22,,
Cat-3,Newton-16,female,18.16,75,608,22,22,,
Cat-3,Newton-16,female,18.71,71,574,22,22,,
Cat-3,Newton-16,male,18.14,69,555,22,22,,
Cat-3,Newton-16,male,18.76,66,537,22,22,,
Cat-3,Newton-16,male,17.44,65,527,22,22,,
Cat-3,Newton-16,male,18.01,64,517,22,22,,
Cat-3,Newton-16,male,18.9,64,513,22,22,,
Cat-3,Newton-16,male,18.66,63,507,22,22,,
Cat-3,Newton-16,male,19.89,63,506,22,22,,
Cat-3,Newton-16,male,14.19,62,500,22,22,,
Cat-3,Newton-16,male,19.48,61,491,22,22,,
Cat-3,Newton-16,male,19.86,61,489,22,22,,
Cat-3,Newton-16,male,14.86,60,484,22,22,,
Cat-3,Newton-16,male,22.31,60,482,22,22,,
Cat-3,Newton-16,male,17.88,59,479,22,22,,
Cat-3,Newton-16,male,14.85,58,469,22,22,,
Cat-3,Newton-16,neutral,15.76,58,463,22,22,,
Cat-3,Newton-16,male,17.06,56,452,22,22,,
Cat-3,Newton-16,male,16.86,56,452,22,22,,
Cat-3,Newton-16,male,18.99,56,450,22,22,,
Cat-3,Newton-16,male,15.54,56,447,22,22,,
Cat-3,Newton-16,male,16.69,56,447,22,22,,
Cat-3,Newton-16,neutral,17.92,56,447,22,22,,
Cat-3,Newton-16,neutral,18.55,56,446,22,16,,
Cat-3,Newton-16,neutral,21.43,55,442,22,7,,
Cat-3,Newton-16,neutral,21.28,55,440,22,11,,
Cat-3,Newton-16,neutral,17.69,54,437,22,8,,
Cat-3,Newton-16,neutral,16.97,54,435,22,9,,
Cat-3,Newton-16,neutral,17.23,54,434,22,7,,
Cat-3,Newton-16,neutral,17.23,54,433,22,11,,
Cat-3,Newton-16,neutral,15.65,54,433,22,13,,
Cat-3,Newton-16,neutral,20.2,54,433,22,9,,
Cat-3,Newton-16,neutral,18.56,53,429,22,22,,
Cat-3,Newton-16,neutral,18.19,53,427,22,22,,
Cat-3,Newton-16,neutral,17.69,53,425,22,22,,
Cat-3,Newton-16,neutral,16.97,53,422,22,22,,
Cat-3,Newton-16,neutral,17.23,53,421,22,22,,
Cat-3,Newton-16,neutral,17.23,52,417,22,22,,
Cat-3,Newton-16,neutral,15.65,52,416,22,22,,
Cat-3,Newton-16,female,14.84,52,415,22,22,,
Cat-3,Newton-16,neutral,17.57,52,413,22,22,,
Cat-3,Newton-16,neutral,17.69,51,411,22,22,,
Cat-3,Newton-16,neutral,16.97,51,411,22,22,,
Cat-3,Newton-16,neutral,17.23,51,408,22,22,,
Cat-3,Newton-16,neutral,17.23,51,407,22,22,,
Cat-3,Newton-16,neutral,15.65,51,406,22,22,,
Cat-3,Newton-16,neutral,17.1,50,404,22,22,,
Cat-3,Newton-16,male,16.27,50,404,22,22,,
Cat-3,Newton-16,male,17.69,50,403,22,22,,
Cat-3,Newton-16,male,16.97,50,402,22,22,,
Cat-3,Newton-16,neutral,17.23,50,397,22,22,,
Cat-3,Newton-16,neutral,17.23,50,396,22,22,,
Cat-3,Newton-16,male,15.65,49,395,22,22,,
Cat-3,Ocata-16,male,14.98,102,830,22,22,,
Cat-3,Ocata-16,neutral,15.38,82,664,22,22,,
Cat-3,Ocata-16,female,17.77,78,633,22,22,,
Cat-3,Ocata-16,female,17.18,75,610,22,22,,
Cat-3,Ocata-16,female,18.21,75,605,22,22,,
Cat-3,Ocata-16,female,16.49,73,594,22,22,,
Cat-3,Ocata-16,male,17.93,73,593,22,22,,
Cat-3,Ocata-16,female,17.96,71,571,22,22,,
Cat-3,Ocata-16,male,18,70,566,22,22,,
Cat-3,Ocata-16,male,17.4,69,561,22,22,,
Cat-3,Ocata-16,female,17.3,67,541,22,22,,
Cat-3,Ocata-16,female,17.41,65,526,22,22,,
Cat-3,Ocata-16,male,16.78,64,520,22,22,,
Cat-3,Ocata-16,male,16.83,64,513,22,22,,
Cat-3,Ocata-16,neutral,16.84,62,497,22,22,,
Cat-3,Ocata-16,male,17.06,60,483,22,22,,
Cat-3,Ocata-16,male,16.7,59,475,22,22,,
Cat-3,Ocata-16,neutral,17.33,58,464,22,22,,
Cat-3,Ocata-16,neutral,17.36,57,459,22,22,,
Cat-3,Ocata-16,neutral,17.56,57,457,22,22,,
Cat-3,Ocata-16,neutral,15.95,57,457,22,22,,
Cat-3,Ocata-16,neutral,16.77,56,451,22,22,,
Cat-3,Ocata-16,male,16.33,56,451,22,22,,
Cat-3,Ocata-16,male,17.07,56,451,22,22,,
Cat-3,Ocata-16,male,16.27,56,449,22,22,,
Cat-3,Ocata-16,female,15.42,55,439,22,22,,
Cat-3,Ocata-16,male,16.87,54,437,22,22,,
Cat-3,Ocata-16,male,16.04,54,436,22,22,,
Cat-3,Ocata-16,male,19.14,54,436,22,22,,
Cat-3,Ocata-16,male,17.05,53,423,22,22,,
Cat-3,Ocata-16,neutral,17.48,53,423,22,11,,
Cat-3,Ocata-16,neutral,17.57,52,420,22,11,,
Cat-3,Ocata-16,neutral,18.48,52,415,22,8,,
Cat-3,Ocata-16,neutral,16.89,51,412,22,5,,
Cat-3,Ocata-16,neutral,16.66,51,407,22,7,,
Cat-3,Ocata-16,male,18.09,51,405,22,11,,
Cat-3,Ocata-16,neutral,15.04,50,404,22,5,,
Cat-3,Ocata-16,neutral,16.21,50,404,22,9,,
Cat-3,Ocata-16,neutral,17.57,50,403,22,13,,
Cat-3,Ocata-16,neutral,16.56,50,402,22,22,,
Cat-3,Ocata-16,neutral,17.11,50,402,22,22,,
Cat-3,Ocata-16,neutral,16.4,50,402,22,22,,
Cat-3,Ocata-16,neutral,14.93,50,398,22,22,,
Cat-3,Ocata-16,neutral,16.54,50,398,22,22,,
Cat-3,Ocata-16,neutral,16.58,50,398,22,22,,
Cat-3,Ocata-16,neutral,16.66,50,396,22,22,,
Cat-3,Ocata-16,male,16.24,49,395,22,22,,
Cat-3,Ocata-16,male,18.33,49,393,22,22,,
Cat-3,Ocata-16,male,15.54,49,393,22,22,,
Cat-3,Ocata-16,male,16.05,49,392,22,22,,
Cat-3,Ocata-16,male,16.82,49,392,22,22,,
Cat-3,Ocata-16,male,16.79,49,391,22,22,,
Cat-3,Ocata-16,male,17.68,49,391,22,22,,
Cat-3,Ocata-16,male,16.19,49,390,22,22,,
Cat-3,Ocata-16,male,18.14,49,389,22,22,,
Cat-3,Ocata-16,male,16.55,49,388,22,22,,
Cat-3,Ocata-16,male,18.18,48,386,22,22,,
Cat-3,Ocata-16,neutral,17.11,48,385,22,22,,
Cat-3,Ocata-16,neutral,17.79,48,383,22,22,,
Cat-3,Ocata-16,neutral,17.96,48,383,22,22,,
Cat-3,Ocata-16,neutral,15.65,48,380,22,22,,
Cat-3,Pike-17,female,16,135,1108,22,22,,
Cat-3,Pike-17,female,17.14,110,896,22,22,,
Cat-3,Pike-17,male,16.57,99,807,22,22,,
Cat-3,Pike-17,male,18.87,98,796,22,22,,
Cat-3,Pike-17,male,17.34,97,789,22,22,,
Cat-3,Pike-17,female,14.23,88,714,22,22,,
Cat-3,Pike-17,female,16.15,82,663,22,22,,
Cat-3,Pike-17,female,17.79,80,654,22,22,,
Cat-3,Pike-17,male,17.83,80,647,22,22,,
Cat-3,Pike-17,male,17.81,79,644,22,22,,
Cat-3,Pike-17,female,13.45,76,620,22,22,,
Cat-3,Pike-17,male,18.61,69,561,22,22,,
Cat-3,Pike-17,male,17.08,69,559,22,22,,
Cat-3,Pike-17,female,14.09,69,558,22,22,,
Cat-3,Pike-17,female,17.5,66,536,22,22,,
Cat-3,Pike-17,male,16.91,65,526,22,22,,
Cat-3,Pike-17,male,18.95,65,522,22,22,,
Cat-3,Pike-17,neutral,17.65,65,521,22,22,,
Cat-3,Pike-17,neutral,18.82,62,501,22,22,,
Cat-3,Pike-17,neutral,16.59,62,500,22,22,,
Cat-3,Pike-17,neutral,18.86,61,494,22,22,,
Cat-3,Pike-17,neutral,17.12,61,489,22,22,,
Cat-3,Pike-17,neutral,17.19,60,486,22,22,,
Cat-3,Pike-17,neutral,17.76,60,486,22,22,,
Cat-3,Pike-17,neutral,17.51,59,479,22,22,,
Cat-3,Pike-17,neutral,16.12,59,472,22,22,,
Cat-3,Pike-17,neutral,17.02,58,463,22,22,,
Cat-3,Pike-17,neutral,12.11,57,460,22,22,,
Cat-3,Pike-17,neutral,17.27,57,456,22,22,,
Cat-3,Pike-17,neutral,16.92,57,456,22,22,,100
Cat-3,Pike-17,neutral,17.64,57,455,22,22,,
Cat-3,Pike-17,neutral,17.85,55,443,22,22,,
Cat-3,Pike-17,male,17.78,55,442,22,22,,
Cat-3,Pike-17,male,17.51,55,438,22,22,,
Cat-3,Pike-17,male,17.11,55,438,22,22,,
Cat-3,Pike-17,male,17.62,54,434,22,22,,
Cat-3,Pike-17,male,12.9,53,426,22,22,,
Cat-3,Pike-17,male,16.37,53,425,22,22,,
Cat-3,Pike-17,male,17.25,53,425,22,22,,
Cat-3,Pike-17,male,16.85,53,422,22,22,,
Cat-3,Pike-17,male,19.11,53,422,22,22,,
Cat-3,Pike-17,male,18.34,52,420,22,22,,
Cat-3,Pike-17,neutral,17.28,52,419,22,22,,
Cat-3,Pike-17,neutral,17.64,52,416,22,22,,
Cat-3,Pike-17,neutral,16,52,416,22,22,,
Cat-3,Pike-17,neutral,19.02,52,415,22,22,,
Cat-3,Pike-17,neutral,16.18,52,414,22,22,,
Cat-3,Pike-17,neutral,17.77,51,412,22,22,,
Cat-3,Pike-17,neutral,17.59,51,410,22,22,,
Cat-3,Pike-17,male,17.72,51,409,22,22,,
Cat-3,Pike-17,male,18.19,51,408,22,22,,
Cat-3,Pike-17,male,17.37,51,407,22,22,,
Cat-3,Pike-17,neutral,17.77,51,407,22,10,,
Cat-3,Pike-17,neutral,17.34,51,406,22,7,,
Cat-3,Pike-17,neutral,17.43,51,406,22,11,,
Cat-3,Pike-17,male,15.28,51,405,22,8,,
Cat-3,Pike-17,neutral,16.07,50,403,22,5,,
Cat-3,Pike-17,neutral,16.89,50,402,22,7,,
Cat-3,Pike-17,neutral,15.32,50,401,22,11,,
Cat-3,Pike-17,neutral,12.8,50,398,22,5,,
Cat-3,Pike-17,male,11.89,50,397,22,9,,
