Category,Events,Gender,SZZ_Call,Buggy,Tech_Diversity,ComMitaka,Effort,Affiliated,Active,SZZ,,,,
Cat-2,Ocata,male,23.23,23,1,99,3,no,yes,23.69,,,,
Cat-2,Ocata,neutral,22.45,22,1,98,3,no,yes,22.81,,,,
Cat-2,Ocata,neutral,22.92,22,1,96,6,no,yes,18.73,,,,
Cat-2,Ocata,neutral,22.92,22,1,96,9,no,yes,21.33,,,,
Cat-2,Ocata,neutral,23.66,22,1,93,9,yes,no,21.18,,,,
Cat-2,Pike,male,21.8,179,1,821,11,no,yes,24.96,,,,
Cat-2,Pike,male,21.84,133,1,609,11,no,yes,24.51,,,,
Cat-2,Pike,male,21.92,114,1,520,11,no,yes,23.05,,,,
Cat-2,Pike,male,22,112,1,509,9,no,yes,22.94,,,,
Cat-2,Pike,male,21.91,110,1,502,9,no,yes,25.74,,,,
Cat-2,Pike,female,22.01,94,1,427,11,yes,yes,24.65,,,,
Cat-2,Pike,female,22.07,83,1,376,12,no,yes,24.95,,,,
Cat-2,Pike,female,22.07,81,1,367,9,no,yes,27.33,,,,
Cat-2,Pike,male,21.94,79,1,360,6,no,yes,24.84,,,,
Cat-2,Pike,male,21.85,78,1,357,5,no,yes,23.74,,,,
Cat-2,Pike,female,21.92,73,1,333,5,yes,yes,24.32,,,,
Cat-2,Pike,male,21.9,60,1,274,5,no,yes,24.86,,,,
Cat-2,Pike,male,22.06,60,1,272,9,no,yes,22.28,,,,
Cat-2,Pike,female,22.14,60,1,271,9,yes,yes,24.16,,,,
Cat-2,Pike,female,22.09,55,1,249,9,no,yes,23.61,,,,
Cat-2,Pike,male,22.18,53,1,239,11,no,yes,25.56,,,,
Cat-2,Pike,male,22.55,53,1,235,5,no,yes,24.46,,,,
Cat-2,Pike,neutral,22.22,52,1,234,5,no,yes,22.81,,,,
Cat-2,Pike,neutral,22.43,48,1,214,5,no,yes,24.81,,,,
Cat-2,Pike,neutral,22.54,48,1,213,11,yes,yes,24.57,,,,
Cat-2,Pike,neutral,22.22,46,1,207,9,no,yes,19.58,,,,
Cat-2,Pike,neutral,22.28,45,1,202,11,no,yes,25.99,,,,
Cat-2,Pike,neutral,22.61,45,1,199,9,no,yes,24,,,,
Cat-2,Pike,neutral,22.61,45,1,199,9,yes,yes,26.65,,,,
Cat-2,Pike,male,22.4,43,1,192,11,no,yes,23.82,,,,
Cat-2,Pike,male,22.7,42,1,185,6,no,yes,23.54,,,,
Cat-2,Pike,male,22.73,40,1,176,9,no,yes,23.18,,,,
Cat-2,Pike,male,22.54,39,1,173,9,yes,yes,27.19,,,,
Cat-2,Pike,male,22.49,38,1,169,12,yes,yes,25.04,,,,
Cat-2,Pike,male,22.49,38,1,169,6,yes,yes,23.35,,,,
Cat-2,Pike,male,22.02,37,1,168,9,yes,yes,24.1,,,,
Cat-2,Pike,male,22.44,35,1,156,11,yes,yes,23.54,,,,
Cat-2,Pike,male,22.58,35,1,155,9,yes,yes,24.59,,,,
Cat-2,Pike,male,22.52,34,1,151,5,yes,yes,4.21,,,,
Cat-2,Pike,male,22.52,34,1,151,6,yes,yes,24.56,,,,
Cat-2,Pike,male,22.45,33,1,147,9,yes,yes,24.74,,,,
Cat-2,Pike,male,23.02,32,1,139,9,yes,yes,24.01,,,,
Cat-2,Pike,male,22.46,31,1,138,9,yes,yes,25.62,,,,
Cat-2,Pike,male,22.46,31,1,138,27,no,yes,23.85,,,,
Cat-2,Pike,male,22.96,31,1,135,9,yes,yes,23.71,,,,
Cat-2,Pike,male,22.96,31,1,135,30,yes,yes,21.2,,,,
Cat-2,Pike,male,22.56,30,1,133,11,yes,yes,50.2,,,,
Cat-2,Pike,neutral,22.73,30,1,132,12,yes,yes,22.54,,,,
Cat-2,Pike,neutral,23.26,30,1,129,1,yes,yes,27.34,,,,
Cat-2,Pike,neutral,23.26,30,1,129,12,no,yes,24.69,,,,
Cat-2,Pike,neutral,22.66,29,1,128,9,yes,yes,23.4,,,,
Cat-2,Pike,neutral,22.83,29,1,127,6,yes,yes,24.83,,,,
Cat-2,Pike,neutral,23.2,29,1,125,9,yes,yes,22.93,,,,
Cat-2,Pike,neutral,22.76,28,1,123,6,yes,yes,25.22,,,,
Cat-2,Pike,male,22.95,28,1,122,5,yes,yes,20.14,,,,
Cat-2,Pike,male,22.31,27,1,121,6,yes,no,22.2,,,,
Cat-2,Pike,male,22.5,27,1,120,9,yes,yes,27.4,,,,
Cat-2,Pike,neutral,22.5,27,1,120,9,yes,yes,22.23,,,,
Cat-2,Pike,neutral,22.69,27,1,119,19,yes,yes,25.99,,,,
Cat-2,Pike,neutral,22.69,27,1,119,15,yes,yes,25.68,,,,
Cat-2,Pike,male,22.88,27,1,118,11,yes,yes,22.27,,,,
Cat-2,Pike,neutral,23.28,27,1,116,5,yes,yes,26.52,,,,
Cat-2,Pike,neutral,23.48,27,1,115,3,yes,yes,26.87,,,,
Cat-2,Pike,neutral,22.81,26,1,114,5,yes,yes,24.47,,,,
Cat-2,Pike,neutral,22.52,25,1,111,6,yes,yes,27.62,,,,
Cat-2,Pike,male,22.73,25,1,110,3,yes,yes,23.63,,,,
Cat-3,Juno,female,21.67,146,5,1200,6,yes,yes,19.28,,,,
Cat-3,Juno,female,23.79,15,5,105,2,no,yes,18.85,,,,
Cat-3,Juno,female,21.72,122,5,998,2,no,yes,22.13,,,,
Cat-3,Juno,female,21.75,109,3,890,4,yes,yes,15.73,,,,
Cat-3,Juno,female,21.86,86,3,696,5,yes,yes,21.25,,,,
Cat-3,Juno,female,21.9,77,3,621,5,yes,yes,18.82,,,,
Cat-3,Juno,male,22.03,59,3,471,1,no,yes,16.62,,,,
Cat-3,Juno,female,21.82,92,3,747,3,yes,yes,19.32,,,,
Cat-3,Juno,neutral,21.83,65,3,527,5,yes,yes,17.67,,,,
Cat-3,Juno,neutral,21.98,65,3,521,2,yes,yes,18.24,,,,
Cat-3,Juno,neutral,21.98,64,3,513,4,yes,yes,15.83,,,,
Cat-3,Juno,neutral,21.8,63,3,512,2,yes,yes,17.58,,,,
Cat-3,Juno,female,21.7,100,3,820,1,yes,yes,15.3,,,,
Cat-3,Juno,neutral,21.95,63,3,506,4,yes,yes,17.97,,,,
Cat-3,Juno,neutral,21.8,62,3,504,5,yes,yes,17.66,,,,
Cat-3,Juno,neutral,21.8,62,3,504,1,yes,yes,15.94,,,,
Cat-3,Juno,neutral,21.87,60,3,485,1,yes,yes,17.05,,,,
Cat-3,Juno,neutral,21.97,59,3,473,3,yes,yes,18.39,,,,
Cat-3,Juno,male,22,58,3,464,4,yes,yes,13.91,,,,
Cat-3,Juno,male,22.03,58,3,463,3,yes,yes,19.3,,,,
Cat-3,Juno,male,21.92,57,3,459,3,yes,yes,15.99,,,,
Cat-3,Juno,male,21.95,57,3,458,3,yes,yes,19.22,,,,
Cat-3,Juno,male,21.86,56,3,453,4,yes,yes,17.69,,,,
Cat-3,Juno,male,22,56,3,448,5,yes,yes,22.29,,,,
Cat-3,Juno,male,21.92,55,3,443,5,yes,yes,16.63,,,,
Cat-3,Juno,male,21.94,55,3,442,4,yes,yes,19.81,,,,
Cat-3,Juno,male,21.97,55,3,441,2,yes,yes,18.14,,,,
Cat-3,Juno,male,21.97,55,3,441,3,yes,yes,20.13,,,,
Cat-3,Juno,male,22.03,55,3,439,5,yes,yes,18.17,,,,
Cat-3,Juno,male,22.03,55,3,439,5,yes,yes,17.53,,,,
Cat-3,Juno,neutral,22.03,55,3,439,3,yes,yes,22.26,,,,
Cat-3,Juno,neutral,21.86,54,3,437,3,no,yes,15.83,,,,
Cat-3,Juno,neutral,21.86,54,3,437,3,no,yes,17.58,,,,
Cat-3,Juno,male,21.97,54,3,433,2,yes,yes,15.3,,,,
Cat-3,Juno,male,21.85,53,3,429,4,yes,yes,17.97,,,,
Cat-3,Juno,male,21.88,53,3,428,2,yes,yes,17.66,,,,
Cat-3,Juno,male,21.91,53,3,427,5,yes,yes,15.94,,,,
Cat-3,Juno,neutral,21.91,53,3,427,1,yes,yes,17.05,,,,
Cat-3,Juno,neutral,22.09,53,3,421,1,yes,yes,18.39,,,,
Cat-3,Juno,neutral,21.91,52,3,419,2,yes,yes,13.91,,,,
Cat-3,Juno,male,21.91,52,3,419,2,yes,yes,20.92,,,,
Cat-3,Juno,male,22.03,52,3,415,4,yes,yes,20.74,,,,
Cat-3,Juno,male,22.09,52,3,413,5,yes,yes,17.12,,,,
Cat-3,Juno,neutral,21.91,51,3,411,5,yes,yes,20.7,,,,
Cat-3,Juno,neutral,22.06,51,3,406,3,yes,yes,19.21,,,,
Cat-3,Juno,male,22.06,51,3,406,3,yes,yes,18.66,,,,
Cat-3,Juno,neutral,21.91,50,3,403,3,yes,yes,18.59,,,,
Cat-3,Juno,male,21.91,50,3,403,1,yes,yes,17.06,,,,
Cat-3,Juno,male,22,50,3,400,2,yes,yes,19.99,,,,
Cat-3,Juno,male,22.06,50,3,398,2,yes,yes,20.97,,,,
Cat-3,Juno,male,21.91,49,3,395,3,yes,yes,21.93,,,,
Cat-3,Juno,neutral,21.94,49,3,394,4,yes,yes,19.95,,,,
Cat-3,Juno,male,22,49,3,392,5,yes,yes,17.42,,,,
Cat-3,Juno,male,22.03,49,3,391,5,yes,yes,18.53,,,,
Cat-3,Juno,male,22.03,49,3,391,2,yes,yes,16.92,,,,
Cat-3,Juno,male,22.06,49,3,390,2,yes,yes,20.33,,,,
Cat-3,Juno,male,22.13,49,3,388,2,yes,yes,20.7,,,,
Cat-3,Juno,male,22.13,49,3,388,1,yes,yes,19.81,,,,
Cat-3,Juno,male,21.9,48,3,387,2,yes,yes,18.49,,,,
Cat-3,Juno,male,22,48,3,384,3,yes,yes,21.74,,,,
Cat-3,Juno,male,22.1,48,3,381,3,yes,yes,16.74,,,,
Cat-3,Kilo,female,21.59,206,3,1704,2,yes,yes,15.83,,,,
Cat-3,Kilo,female,21.72,114,3,933,2,yes,yes,17.58,,,,
Cat-3,Kilo,neutral,21.74,99,5,809,5,yes,yes,15.3,,,,
Cat-3,Kilo,female,21.87,83,5,671,2,yes,yes,17.97,,,,
Cat-3,Kilo,female,21.78,82,5,668,2,yes,yes,17.66,,,,
Cat-3,Kilo,male,21.8,78,5,634,4,yes,yes,15.94,,,,
Cat-3,Kilo,male,21.8,77,5,626,4,yes,yes,17.05,,,,
Cat-3,Kilo,male,21.77,75,5,611,2,yes,yes,18.39,,,,
Cat-3,Kilo,male,21.85,74,5,599,4,yes,yes,13.91,,,,
Cat-3,Kilo,male,21.78,71,5,578,4,yes,yes,15.26,,,,
Cat-3,Kilo,male,21.91,70,5,564,2,yes,yes,16.65,,,,
Cat-3,Kilo,male,21.89,69,5,557,4,yes,yes,18.12,,,,
Cat-3,Kilo,male,21.86,68,5,550,2,yes,yes,17.35,,,,
Cat-3,Kilo,neutral,21.95,67,5,538,3,yes,yes,16.27,,,,
Cat-3,Kilo,female,21.88,65,5,525,3,yes,yes,19.29,,,,
Cat-3,Kilo,female,21.93,64,5,515,2,yes,yes,18.85,,,,
Cat-3,Kilo,male,21.82,61,5,495,3,yes,yes,18.22,,,,
Cat-3,Kilo,neutral,21.97,60,5,481,2,yes,yes,14.8,,,,
Cat-3,Kilo,male,21.87,58,5,469,2,yes,yes,19.49,,,,
Cat-3,Kilo,male,21.87,58,5,469,3,yes,yes,15.29,,,,
Cat-3,Kilo,neutral,21.89,58,5,468,5,yes,yes,15.5,,,,
Cat-3,Kilo,neutral,21.92,58,5,467,4,yes,yes,18.53,,,,
Cat-3,Kilo,neutral,22,58,5,464,2,yes,yes,19.67,,,,
Cat-3,Kilo,neutral,22.03,58,5,463,2,yes,yes,15.64,,,,
Cat-3,Kilo,neutral,21.84,57,5,462,4,yes,yes,19.93,,,,
Cat-3,Kilo,neutral,21.84,57,5,462,2,yes,yes,15.16,,,,
Cat-3,Kilo,neutral,21.84,57,5,462,2,yes,yes,16.09,,,,
Cat-3,Kilo,male,21.86,57,5,461,5,yes,yes,16.07,,,,
Cat-3,Kilo,male,22,57,5,456,5,yes,yes,15.7,,,,
Cat-3,Kilo,male,22.03,57,5,455,5,yes,yes,17.93,,,,
Cat-3,Kilo,male,22.03,56,5,447,2,yes,yes,14.74,,,,
Cat-3,Kilo,male,21.92,55,5,443,3,yes,yes,19.98,,,,
Cat-3,Kilo,male,21.97,55,5,441,4,yes,yes,16.88,,,,
Cat-3,Kilo,male,22,55,5,440,3,yes,yes,17.34,,,,
Cat-3,Kilo,male,22.06,55,5,438,2,yes,yes,17.96,,,,
Cat-3,Kilo,male,21.89,54,5,436,1,yes,yes,12.55,,,,
Cat-3,Kilo,male,21.89,54,5,436,1,yes,yes,16.85,,,,
Cat-3,Kilo,male,21.89,54,5,436,4,yes,yes,15.87,,,,
Cat-3,Kilo,male,22.03,54,5,431,2,no,yes,16.19,,,,
Cat-3,Kilo,male,21.88,53,5,428,3,no,yes,13.42,,,,
Cat-3,Kilo,male,21.97,53,5,425,3,no,yes,13.05,,,,
Cat-3,Kilo,neutral,21.97,53,5,425,5,no,yes,15.34,,,,
Cat-3,Kilo,neutral,22.03,53,5,423,5,no,yes,16.86,,,,
Cat-3,Kilo,neutral,22.06,53,5,422,2,no,yes,18.04,,,,
Cat-3,Kilo,neutral,22.06,53,4,422,1,no,yes,15.78,,,,
Cat-3,Kilo,neutral,22.09,53,4,421,2,no,yes,17.76,,,,
Cat-3,Kilo,neutral,22.09,53,4,421,1,no,yes,14.66,,,,
Cat-3,Kilo,neutral,21.91,52,4,419,2,yes,yes,15.61,,,,
Cat-3,Kilo,neutral,21.91,52,4,419,2,yes,yes,15.24,,,,
Cat-3,Kilo,neutral,21.94,52,4,418,3,yes,yes,19.2,,,,
Cat-3,Kilo,neutral,21.97,51,4,409,5,yes,yes,17.96,,,,
Cat-3,Kilo,neutral,21.97,51,4,409,5,yes,yes,16.86,,,,
Cat-3,Kilo,male,21.91,50,4,403,2,yes,yes,15.3,,,,
Cat-3,Kilo,male,21.94,50,4,402,5,yes,yes,14.07,,,,
Cat-3,Kilo,male,21.94,50,4,402,5,yes,yes,15.59,,,,
Cat-3,Kilo,male,21.97,50,4,401,4,yes,yes,19.3,,,,
Cat-3,Kilo,male,22,50,4,400,4,yes,yes,16.71,,,,
Cat-3,Kilo,male,22.03,50,4,399,3,yes,yes,20.31,,,,
Cat-3,Kilo,female,22.03,50,4,399,3,yes,yes,17.84,,,,
Cat-3,Kilo,neutral,22.06,50,4,398,3,yes,yes,16.21,,,,
Cat-3,Kilo,male,22.13,50,4,396,3,yes,yes,18.07,,,,
Cat-3,Liberty,female,22.77,100,4,815,3,yes,yes,18.82,,,,
Cat-3,Liberty,male,22.72,87,4,712,4,yes,yes,15.74,,,,
Cat-3,Liberty,female,23.77,85,4,693,2,yes,yes,19.15,,,,
Cat-3,Liberty,female,21.88,85,4,691,2,yes,yes,18.01,,,,
Cat-3,Liberty,female,21.83,82,4,665,5,yes,yes,14.84,,,,
Cat-3,Liberty,female,21.73,80,4,654,2,yes,yes,10.81,,,,
Cat-3,Liberty,female,21.93,74,4,597,3,yes,yes,17.52,,,,
Cat-3,Liberty,male,21.89,73,4,589,4,yes,yes,16.81,,,,
Cat-3,Liberty,male,21.89,69,4,557,2,yes,yes,18.17,,,,
Cat-3,Liberty,male,21.89,68,4,549,2,yes,yes,18.59,,,,
Cat-3,Liberty,male,21.86,67,4,542,2,yes,yes,16.61,,,,
Cat-3,Liberty,male,21.93,67,3,539,5,yes,yes,17.77,,,,
Cat-3,Liberty,male,21.86,66,3,534,2,yes,yes,14.41,,,,
Cat-3,Liberty,male,21.86,66,3,534,2,yes,yes,17.74,,,,
Cat-3,Liberty,male,21.91,66,3,532,2,yes,yes,16.89,,,,
Cat-3,Liberty,male,21.93,64,3,515,4,yes,yes,15.63,,,,
Cat-3,Liberty,male,21.95,63,3,506,2,yes,yes,15.15,,,,
Cat-3,Liberty,male,21.79,62,3,500,2,yes,yes,16.37,,,,
Cat-3,Liberty,male,21.95,61,3,490,3,yes,yes,20.57,,,,
Cat-3,Liberty,male,21.92,58,3,467,2,yes,yes,15.39,,,,
Cat-3,Liberty,male,21.95,58,3,466,4,yes,yes,18.83,,,,
Cat-3,Liberty,male,21.97,58,3,465,5,yes,yes,15.86,,,,
Cat-3,Liberty,male,21.95,57,3,458,3,yes,yes,10.6,,,,
Cat-3,Liberty,male,22.03,57,3,455,2,yes,yes,16.64,,,,
Cat-3,Liberty,male,21.86,56,3,453,3,yes,yes,18.82,,,,
Cat-3,Liberty,male,21.89,56,3,452,3,yes,yes,15.23,,,,
Cat-3,Liberty,male,22,55,3,440,3,yes,yes,19.3,,,,
Cat-3,Liberty,male,22.06,55,3,438,3,yes,yes,15.99,,,,
Cat-3,Liberty,male,21.86,54,3,437,2,yes,yes,19.22,,,,
Cat-3,Liberty,male,21.86,54,3,437,2,yes,yes,17.69,,,,
Cat-3,Liberty,male,21.86,54,3,437,4,yes,yes,22.29,,,,
Cat-3,Liberty,male,21.97,54,3,433,2,yes,yes,16.63,,,,
Cat-3,Liberty,male,21.97,54,3,433,2,yes,yes,19.81,,,,
Cat-3,Liberty,male,22,54,3,432,3,yes,yes,16.89,,,,
Cat-3,Liberty,neutral,22.03,54,3,431,3,yes,yes,19.35,,,,
Cat-3,Liberty,neutral,21.94,53,3,426,4,yes,yes,22.77,,,,
Cat-3,Liberty,neutral,21.97,53,3,425,4,yes,yes,19.25,,,,
Cat-3,Liberty,neutral,22.03,53,3,423,4,yes,yes,19.06,,,,
Cat-3,Liberty,neutral,22.06,53,3,422,2,yes,yes,21.97,,,,
Cat-3,Liberty,neutral,22.09,53,3,421,2,yes,yes,19.42,,,,
Cat-3,Liberty,neutral,21.91,52,3,419,4,yes,yes,18.31,,,,
Cat-3,Liberty,neutral,21.97,52,3,417,2,yes,yes,20.65,,,,
Cat-3,Liberty,neutral,22.06,52,3,414,2,yes,yes,17.22,,,,
Cat-3,Liberty,neutral,22.06,51,3,406,2,yes,yes,17.46,,,,
Cat-3,Liberty,neutral,21.91,50,3,403,3,yes,yes,18.49,,,,
Cat-3,Liberty,neutral,21.94,50,3,402,2,yes,yes,18.25,,,,
Cat-3,Liberty,neutral,21.94,50,3,402,3,yes,yes,17.44,,,,
Cat-3,Liberty,neutral,21.97,50,3,401,3,yes,yes,20.19,,,,
Cat-3,Liberty,neutral,22.03,50,3,399,3,yes,yes,18.81,,,,
Cat-3,Liberty,neutral,22.03,50,3,399,4,yes,yes,19.8,,,,
Cat-3,Liberty,neutral,22.06,50,3,398,3,yes,yes,24.76,,,,
Cat-3,Liberty,neutral,22.13,50,3,396,3,yes,yes,22.45,,,,
Cat-3,Liberty,neutral,22.13,50,3,396,3,yes,yes,20.83,,,,
Cat-3,Liberty,female,21.97,49,3,393,3,yes,yes,18.81,,,,
Cat-3,Liberty,male,22.03,49,3,391,3,yes,yes,20.77,,,,
Cat-3,Liberty,male,22.06,49,3,390,2,yes,yes,17.21,,,,
Cat-3,Liberty,neutral,22.1,49,3,389,4,yes,yes,19.25,,,,
Cat-3,Liberty,neutral,22.13,49,3,388,2,no,yes,19.99,,,,
Cat-3,Liberty,neutral,22.41,48,3,387,2,yes,yes,20.11,,,,
Cat-3,Liberty,neutral,22.9,48,3,387,4,yes,yes,20.79,,,,
Cat-3,Liberty,neutral,22.14,48,3,386,3,no,yes,13.22,,,,
Cat-3,Mitaka,female,21.68,114,3,936,4,yes,yes,10.78,,,,
Cat-3,Mitaka,neutral,21.7,113,3,926,3,yes,yes,15.71,,,,
Cat-3,Mitaka,neutral,21.8,93,3,756,2,yes,yes,10.11,,,,
Cat-3,Mitaka,neutral,21.74,82,3,670,3,yes,yes,9.23,,,,
Cat-3,Mitaka,neutral,21.81,80,3,650,2,no,yes,7.87,,,,
Cat-3,Mitaka,neutral,21.77,79,3,644,2,yes,yes,15.71,,,,
Cat-3,Mitaka,neutral,21.8,75,3,610,2,no,yes,18.06,,,,
Cat-3,Mitaka,neutral,21.89,71,3,573,2,yes,yes,19.66,,,,
Cat-3,Mitaka,neutral,21.93,69,3,555,3,yes,yes,8.9,,,,
Cat-3,Mitaka,neutral,21.93,67,3,539,3,no,yes,15.71,,,,
Cat-3,Mitaka,neutral,21.93,67,3,539,3,yes,yes,18.24,,,,
Cat-3,Mitaka,neutral,21.79,66,3,537,2,yes,yes,17.02,,,,
Cat-3,Mitaka,neutral,21.88,64,3,517,3,yes,yes,18.29,,,,
Cat-3,Mitaka,neutral,21.95,64,3,514,3,no,yes,19.63,,,,
Cat-3,Mitaka,neutral,21.88,63,3,509,3,yes,yes,18.63,,,,
Cat-3,Mitaka,neutral,21.95,63,3,506,3,no,yes,20,,,,
Cat-3,Mitaka,female,21.95,62,3,498,4,no,yes,20.28,,,,
Cat-3,Mitaka,female,21.9,61,3,492,4,yes,yes,18.2,,,,
Cat-3,Mitaka,female,21.97,61,3,489,1,yes,yes,15.71,,,,
Cat-3,Mitaka,male,21.85,60,3,486,4,yes,yes,20.77,,,,
Cat-3,Mitaka,male,21.95,60,3,482,2,no,yes,18.44,,,,
Cat-3,Mitaka,female,21.95,59,2,474,3,no,yes,19.36,,,,
Cat-3,Mitaka,male,21.89,58,2,468,2,yes,yes,16.51,,,,
Cat-3,Mitaka,male,21.89,57,2,460,3,no,yes,15.71,,,,
Cat-3,Mitaka,female,22.03,57,2,455,4,no,yes,17.6,,,,
Cat-3,Mitaka,female,21.94,56,2,450,3,yes,yes,17.89,,,,
Cat-3,Mitaka,male,22,56,2,448,2,yes,yes,15.51,,,,
Cat-3,Mitaka,male,21.89,54,2,436,3,no,yes,20.38,,,,
Cat-3,Mitaka,neutral,21.88,53,2,428,4,no,yes,15.71,,,,
Cat-3,Mitaka,male,21.88,53,2,428,3,no,yes,16.58,,,,
Cat-3,Mitaka,male,21.94,53,2,426,2,no,yes,41.23,,,,
Cat-3,Mitaka,male,21.97,53,2,425,2,no,yes,40.67,,,,
Cat-3,Mitaka,male,22.03,53,2,423,4,no,yes,42.11,,,,
Cat-3,Mitaka,male,22.06,53,2,422,4,no,yes,17.97,,,,
Cat-3,Mitaka,female,21.91,52,2,419,4,yes,yes,19.16,,,,
Cat-3,Mitaka,male,21.94,52,2,418,4,yes,yes,17.83,,,,
Cat-3,Mitaka,male,22,52,2,416,2,yes,yes,21.19,,,,
Cat-3,Mitaka,male,22,52,2,416,4,yes,yes,16.2,,,,
Cat-3,Mitaka,male,22.06,52,2,414,2,yes,yes,18.48,,,,
Cat-3,Mitaka,male,22.09,52,2,413,2,yes,yes,18.72,,,,
Cat-3,Mitaka,male,22.09,52,2,413,3,yes,yes,17.11,,,,
Cat-3,Mitaka,male,21.88,51,2,412,2,yes,yes,21.18,,,,
Cat-3,Mitaka,male,21.94,51,2,410,2,yes,yes,18.84,,,,
Cat-3,Mitaka,neutral,21.97,51,2,409,3,yes,yes,15.21,,,,
Cat-3,Mitaka,neutral,22,51,2,408,2,yes,yes,16.74,,,,
Cat-3,Mitaka,neutral,22.09,51,2,405,2,yes,yes,19.61,,,,
Cat-3,Mitaka,neutral,21.88,50,2,404,3,yes,yes,15.71,,,,
Cat-3,Mitaka,neutral,21.88,50,2,404,2,yes,yes,18.81,,,,
Cat-3,Mitaka,neutral,21.88,50,2,404,3,yes,yes,17.38,,,,
Cat-3,Mitaka,neutral,21.88,50,2,404,3,yes,yes,19.46,,,,
Cat-3,Mitaka,male,21.91,50,2,403,5,yes,yes,16.14,,,,
Cat-3,Mitaka,male,21.94,50,2,402,2,yes,yes,22.83,,,,
Cat-3,Mitaka,male,21.97,50,2,401,2,yes,yes,17.79,,,,
Cat-3,Mitaka,male,22,50,2,400,3,yes,yes,16.36,,,,
Cat-3,Mitaka,male,22,50,2,400,3,yes,yes,17.45,,,,
Cat-3,Mitaka,male,22,50,2,400,3,yes,yes,17.5,,,,
Cat-3,Mitaka,male,22.06,50,2,398,3,yes,yes,22.48,,,,
Cat-3,Mitaka,neutral,22.09,50,2,397,3,yes,yes,19.42,,,,
Cat-3,Mitaka,neutral,22.13,50,2,396,2,yes,yes,18.19,,,,
Cat-3,Mitaka,neutral,21.91,49,2,395,2,yes,yes,20.29,,,,
Cat-3,Mitaka,male,21.94,49,2,394,2,no,yes,21.21,,,,
Cat-3,Newton,male,21.66,188,2,1546,5,no,yes,19.24,,,,
Cat-3,Newton,male,21.64,138,2,1137,3,no,yes,18.22,,,,
Cat-3,Newton,male,21.72,98,2,802,5,no,yes,18,,,,
Cat-3,Newton,male,21.73,90,2,736,3,no,yes,17.11,,,,
Cat-3,Newton,female,21.84,88,2,713,4,no,yes,19.2,,,,
Cat-3,Newton,female,21.73,80,2,654,3,no,yes,15.5,,,,
Cat-3,Newton,female,21.75,80,2,653,2,no,yes,23.2,,,,
Cat-3,Newton,female,21.81,80,2,650,3,no,yes,16.58,,,,
Cat-3,Newton,female,21.84,75,5,608,4,no,yes,18.16,,,,
Cat-3,Newton,female,21.87,71,5,574,3,no,yes,18.71,,,,
Cat-3,Newton,male,21.93,69,5,555,3,no,yes,18.14,,,,
Cat-3,Newton,male,21.79,66,5,537,3,no,yes,18.76,,,,
Cat-3,Newton,male,21.83,65,5,527,4,no,yes,17.44,,,,
Cat-3,Newton,male,21.88,64,5,517,2,yes,yes,18.01,,,,
Cat-3,Newton,male,21.98,64,5,513,2,yes,yes,18.9,,,,
Cat-3,Newton,male,21.93,63,5,507,4,yes,yes,18.66,,,,
Cat-3,Newton,male,21.95,63,5,506,3,yes,yes,19.89,,,,
Cat-3,Newton,male,21.9,62,5,500,5,yes,yes,14.19,,,,
Cat-3,Newton,male,21.92,61,5,491,2,yes,yes,19.48,,,,
Cat-3,Newton,male,21.97,61,5,489,3,yes,yes,19.86,,,,
Cat-3,Newton,male,21.9,60,5,484,5,yes,yes,14.86,,,,
Cat-3,Newton,male,21.95,60,5,482,4,yes,yes,22.31,,,,
Cat-3,Newton,male,21.82,59,5,479,5,yes,yes,17.88,,,,
Cat-3,Newton,male,21.87,58,5,469,4,yes,yes,14.85,,,,
Cat-3,Newton,neutral,22.03,58,5,463,3,yes,yes,15.76,,,,
Cat-3,Newton,male,21.89,56,5,452,3,yes,yes,17.06,,,,
Cat-3,Newton,male,21.89,56,5,452,3,yes,yes,16.86,,,,
Cat-3,Newton,male,21.94,56,5,450,3,yes,yes,18.99,,,,
Cat-3,Newton,male,22.03,56,5,447,2,yes,yes,15.54,,,,
Cat-3,Newton,male,22.03,56,5,447,2,yes,yes,16.69,,,,
Cat-3,Newton,neutral,22.03,56,5,447,5,yes,yes,17.92,,,,
Cat-3,Newton,neutral,22.06,56,5,446,6,yes,yes,18.55,,,,
Cat-3,Newton,neutral,21.94,55,5,442,4,no,yes,21.43,,,,
Cat-3,Newton,neutral,22,55,5,440,5,no,yes,21.28,,,,
Cat-3,Newton,neutral,21.86,54,5,437,5,no,yes,17.69,,,,
Cat-3,Newton,neutral,21.91,54,5,435,6,no,yes,16.97,,,,
Cat-3,Newton,neutral,21.94,54,5,434,3,yes,yes,17.23,,,,
Cat-3,Newton,neutral,21.97,54,5,433,2,yes,yes,17.23,,,,
Cat-3,Newton,neutral,21.97,54,5,433,6,yes,yes,15.65,,,,
Cat-3,Newton,neutral,21.97,54,5,433,7,no,yes,20.2,,,,
Cat-3,Newton,neutral,21.85,53,5,429,2,no,yes,18.56,,,,
Cat-3,Newton,neutral,21.91,53,5,427,2,no,yes,18.19,,,,
Cat-3,Newton,neutral,21.97,53,5,425,2,no,yes,17.69,,,,
Cat-3,Newton,neutral,22.06,53,5,422,2,no,yes,16.97,,,,
Cat-3,Newton,neutral,22.09,53,5,421,3,yes,yes,17.23,,,,
Cat-3,Newton,neutral,21.97,52,5,417,2,yes,yes,17.23,,,,
