Categories,Commits,Events,Proportion,Coommit_proo,LOC,Density,Accept_Rate,Density_Backup,Gender
Cat-3,386,Mitaka-16,2.66,,32753,325.9032161,0.2039,814.7580402,male
Cat-3,382,Mitaka-16,2.64,,31369,86.3406154,0.7846,215.8515385,female
Cat-3,374,Mitaka-16,2.62,,29206,426.6268908,0.3186,235.2497326,male
Cat-3,368,Mitaka-16,2.57,,29083,261.1499448,0.347,652.8748619,male
Cat-3,360,Mitaka-16,2.54,,28862,223.2275144,0.6263,558.0687861,female
Cat-3,355,Mitaka-16,2.5,,28316,173.7814286,0.6332,434.4535714,female
Cat-3,350,Mitaka-16,2.47,,28309,348.94,0.2108,872.35,male
Cat-3,348,Mitaka-16,2.44,,27907,332.0103106,0.561,830.0257764,male
Cat-3,336,Mitaka-16,2.43,,27859,260.0148993,0.5554,650.0372483,male
Cat-3,328,Mitaka-16,2.37,,26919,403.981702,0.7212,1009.954255,female
Cat-3,328,Mitaka-16,2.33,,26120,251.3617021,0.318,628.4042553,male
Cat-3,326,Mitaka-16,2.33,,24432,185.563741,0.3604,463.9093525,male
Cat-3,325,Mitaka-16,2.31,,23490,282.1173913,0.6485,705.2934782,male
Cat-3,323,Mitaka-16,2.31,,22668,413.7841176,0.4241,1034.460294,male
Cat-3,322,Mitaka-16,2.3,,22635,313.1133333,0.5645,782.7833333,male
Cat-3,319,Mitaka-16,2.29,,22381,141.3013636,0.3955,353.2534091,male
Cat-3,318,Mitaka-16,2.28,,21844,341.9444275,0.7735,854.8610687,female
Cat-3,316,Mitaka-16,2.27,,21836,233.092093,0.5662,582.7302326,male
Cat-3,316,Mitaka-16,2.26,,20911,396.6013954,0.4926,991.5034884,male
Cat-3,314,Mitaka-16,2.26,,20184,220.7417699,0.8412,166.8015748,male
Cat-3,313,Mitaka-16,2.25,,20053,367.5042857,0.4914,918.7607143,male
Cat-3,313,Mitaka-16,2.24,,20031,220.7417699,0.3372,1002.682143,male
Cat-3,312,Mitaka-16,2.24,,19932,302.70208,0.5482,756.7552,male
Cat-3,310,Mitaka-16,2.24,,19419,178.7009756,0.7378,446.752439,male
Cat-3,309,Mitaka-16,2.23,,19224,220.7417699,0.5902,978.4655738,neutral
Cat-3,308,Mitaka-16,2.22,,19011,352.8428099,0.3662,882.1070248,neutral
Cat-3,305,Mitaka-16,2.22,,18960,370.0949152,0.654,925.2372881,neutral
Cat-3,304,Mitaka-16,2.2,,18900,426.6268908,0.7852,168.4615385,neutral
Cat-3,304,Mitaka-16,2.19,,18667,220.7417699,0.7091,278.5653846,neutral
Cat-3,304,Mitaka-16,2.19,,18389,158.9984615,0.8173,397.4961538,neutral
Cat-3,304,Mitaka-16,2.19,,18198,220.7417699,0.375,756.7615385,neutral
Cat-3,303,Mitaka-16,2.19,,18099,335.9260345,0.6071,839.8150862,male
Cat-3,302,Mitaka-16,2.19,,18093,222.0933913,0.3899,555.2334783,male
Cat-3,301,Mitaka-16,2.18,,18058,384.6178947,0.6904,961.5447368,male
Cat-3,300,Mitaka-16,2.18,,17840,316.8530974,0.6282,792.1327434,male
Cat-3,300,Mitaka-16,2.17,,17519,220.7417699,0.4433,791.8544248,male
Cat-3,300,Mitaka-16,2.17,,17424,398.9904425,0.6417,997.4761062,male
Cat-3,298,Mitaka-16,2.17,,17378,224.8724324,0.463,562.1810811,male
Cat-3,297,Mitaka-16,2.16,,17242,333.6323636,0.5836,834.0809091,neutral
Cat-3,296,Mitaka-16,2.16,,17177,329.7088073,0.8615,824.2720183,neutral
Cat-3,295,Mitaka-16,2.15,,17114,408.19,0.7138,1020.475,neutral
Cat-3,294,Mitaka-16,2.15,,17083,176.726542,0.4905,441.8163551,male
Cat-3,1446,Newton-16,2.14,,224614,295.3983479,0.42404,738.4958697,male
Cat-3,1037,Newton-16,6.66,,212607,220.3638353,0.47695,550.9095882,male
Cat-3,702,Newton-16,4.9,,133805,285.8192233,0.37895,714.5480582,male
Cat-3,636,Newton-16,3.45,,132854,114.8555011,0.14567,287.1387528,male
Cat-3,613,Newton-16,3.17,,93340,436.9267604,0.4549,1092.316901,female
Cat-3,554,Newton-16,3.07,,87014,205.4248501,0.4408,513.5621253,female
Cat-3,553,Newton-16,2.82,,77909,67.45688524,0.7055,168.6422131,female
Cat-3,550,Newton-16,2.81,,71053,243.1535537,0.332,607.8838843,female
Cat-3,508,Newton-16,2.8,,63605,204.8626168,0.4335,512.1565421,female
Cat-3,474,Newton-16,2.62,,59217,236.0036934,0.35,590.0092335,female
Cat-3,455,Newton-16,2.47,,58945,78.6317164,0.5329,196.579291,male
Cat-3,437,Newton-16,2.39,,58623,141.40856,0.1802,353.5214,male
Cat-3,427,Newton-16,2.31,,58071,415.00325,0.4559,1037.508125,male
Cat-3,417,Newton-16,2.27,,50471,259.2818182,0.4789,252.965,male
Cat-3,413,Newton-16,2.23,,49849,406.9204424,0.4933,1017.301106,male
Cat-3,407,Newton-16,2.21,,41569,195.9200909,0.3947,489.8002273,male
Cat-3,406,Newton-16,2.18,,38408,375.4586301,0.3354,938.6465753,male
Cat-3,400,Newton-16,2.18,,36669,150.3625352,0.3094,375.906338,male
Cat-3,391,Newton-16,2.15,,34569,70.89029412,0.768,177.2257353,female
Cat-3,389,Newton-16,2.11,,31540,106.049505,0.2039,265.1237624,male
Cat-3,384,Newton-16,2.11,,30707,274.2886294,0.7846,685.7215736,male
Cat-3,382,Newton-16,2.08,,28710,338.6861538,0.3186,846.7153846,male
Cat-3,379,Newton-16,2.08,,28216,159.765,0.347,399.4125,male
Cat-3,369,Newton-16,2.06,,27236,40.39164836,0.6263,100.9791209,male
Cat-3,363,Newton-16,2.02,,27180,291.4185714,0.6332,322.7102273,neutral
Cat-3,352,Newton-16,1.99,,26410,152.5563636,0.2108,381.3909091,male
Cat-3,352,Newton-16,1.95,,25975,259.2818182,0.561,648.2045454,male
Cat-3,350,Newton-16,1.95,,25973,77.56036812,0.5554,193.9009203,male
Cat-3,347,Newton-16,1.94,,25728,362.119,0.7212,905.2975,male
Cat-3,347,Newton-16,1.92,,25349,208.092625,0.318,520.2315625,male
Cat-3,347,Newton-16,1.92,,25114,92.62825,0.3604,231.570625,neutral
Cat-3,346,Newton-16,1.92,,24735,219.1415094,0.4926,547.8537736,neutral
Cat-3,342,Newton-16,1.92,,24563,136.7183226,0.8412,341.7958064,neutral
Cat-3,340,Newton-16,1.9,,24074,259.2818182,0.3914,195.1,neutral
Cat-3,337,Newton-16,1.89,,23346,347.6152,0.2372,869.038,neutral
Cat-3,335,Newton-16,1.88,,23343,167.909054,0.4482,419.7726351,neutral
Cat-3,334,Newton-16,1.87,,23042,410.0922448,0.6378,1025.230612,neutral
Cat-3,333,Newton-16,1.87,,22505,376.7815068,0.4902,941.9537671,neutral
Cat-3,333,Newton-16,1.86,,22454,212.7186301,0.2662,531.7965753,neutral
Cat-3,333,Newton-16,1.86,,22257,349.6757534,0.554,874.1893835,neutral
Cat-3,329,Newton-16,1.86,,22057,97.22154928,0.6852,243.0538732,neutral
Cat-3,327,Newton-16,1.85,,21970,291.4185714,0.6091,728.5464286,neutral
Cat-3,325,Newton-16,1.84,,21699,127.3813044,0.7173,318.4532609,neutral
Cat-3,322,Newton-16,1.83,,21044,291.4185714,0.275,247.48,neutral
Cat-3,321,Newton-16,1.82,,20673,300.2532836,0.5071,750.633209,neutral
Cat-3,317,Newton-16,1.81,,20669,80.09553844,0.2899,200.2388461,neutral
Cat-3,316,Newton-16,1.8,,20212,291.4185714,0.5904,359.0651163,neutral
Cat-3,315,Newton-16,1.79,,19865,379.3039062,0.5282,948.2597656,female
Cat-3,313,Newton-16,1.79,,19523,309.9471429,0.3433,774.8678572,neutral
Cat-3,311,Newton-16,1.78,,19351,198.8320968,0.5417,497.080242,neutral
Cat-3,311,Newton-16,1.77,,18968,298.676129,0.363,746.6903226,neutral
Cat-3,308,Newton-16,1.77,,18811,179.7452893,0.4836,449.3632232,neutral
Cat-3,307,Newton-16,1.76,,18312,293.168,0.7615,732.92,neutral
Cat-3,306,Newton-16,1.75,,18107,302.6257143,0.3947,756.5642857,neutral
Cat-3,304,Newton-16,1.75,,18065,226.5,0.3354,566.25,neutral
Cat-3,304,Newton-16,1.74,,18046,232.4707692,0.3094,581.1769231,male
Cat-3,303,Newton-16,1.74,,17857,291.4185714,0.768,288.8762931,male
Cat-3,302,Newton-16,1.74,,17597,297.7170435,0.2039,744.2926087,male
Cat-3,297,Newton-16,1.73,,17526,298.0970909,0.7846,745.2427273,neutral
Cat-3,296,Newton-16,1.71,,17015,135.0412844,0.3186,337.603211,neutral
Cat-3,295,Newton-16,1.71,,16791,130.4516667,0.347,326.1291667,male
Cat-3,730,Ocata-16,1.7,,361436,237.7555801,0.6263,594.3889503,male
Cat-3,564,Ocata-16,4.91,,151005,146.1106101,0.6332,365.2765252,neutral
Cat-3,533,Ocata-16,3.93,,87606,164.1742196,0.2108,410.4355491,female
Cat-3,510,Ocata-16,3.75,,78103,131.9385139,0.561,329.8462848,female
Cat-3,505,Ocata-16,3.61,,63480,367.5018868,0.5554,918.754717,female
Cat-3,494,Ocata-16,3.58,,57101,331.3478176,0.7212,828.369544,female
Cat-3,493,Ocata-16,3.52,,44970,374.7117647,0.318,936.7794118,male
Cat-3,471,Ocata-16,3.51,,41952,190.6202817,0.3604,476.5507042,female
Cat-3,466,Ocata-16,3.38,,38623,93.69225808,0.4926,234.2306452,male
Cat-3,461,Ocata-16,3.35,,30087,132.880511,0.8412,332.2012774,male
Cat-3,441,Ocata-16,3.32,,26973,266.7714173,0.3914,666.9285433,female
Cat-3,426,Ocata-16,3.2,,25149,394.7749791,0.2372,986.9374477,female
Cat-3,420,Ocata-16,3.11,,24829,282.9185408,0.4482,707.2963519,male
Cat-3,413,Ocata-16,3.08,,24283,335.7581416,0.6378,839.395354,male
Cat-3,397,Ocata-16,3.04,,23335,155.7157143,0.4902,389.2892857,neutral
Cat-3,383,Ocata-16,2.94,,22927,472.4635716,0.2662,1181.158929,male
Cat-3,375,Ocata-16,2.86,,22199,230.0671276,0.554,575.1678191,male
Cat-3,364,Ocata-16,2.81,,21642,120.5240678,0.2108,301.3101695,neutral
Cat-3,359,Ocata-16,2.75,,21403,30.76593023,0.561,76.91482558,neutral
Cat-3,357,Ocata-16,2.72,,20091,87.57870588,0.5554,218.9467647,neutral
Cat-3,357,Ocata-16,2.71,,19985,307.8664706,0.7212,769.6661765,neutral
Cat-3,351,Ocata-16,2.71,,19939,70.3964634,0.318,175.9911585,neutral
Cat-3,351,Ocata-16,2.67,,18571,358.495,0.3604,896.2375,male
Cat-3,351,Ocata-16,2.67,,17772,93.6180488,0.4926,234.045122,male
Cat-3,349,Ocata-16,2.67,,17081,49.42333332,0.8412,123.5583333,male
Cat-3,339,Ocata-16,2.66,,16934,214.9323684,0.3914,537.3309211,female
Cat-3,337,Ocata-16,2.6,,16599,195.5188,0.2372,488.797,male
Cat-3,336,Ocata-16,2.59,,16248,187.1881879,0.4482,467.9704698,male
Cat-3,336,Ocata-16,2.58,,16045,168.942953,0.6378,422.3573826,male
Cat-3,323,Ocata-16,2.58,,15849,60.7589706,0.4902,151.8974265,male
Cat-3,323,Ocata-16,2.5,,15799,267.0927941,0.2662,667.7319853,neutral
Cat-3,320,Ocata-16,2.5,,15538,228.6619549,0.554,571.6548872,neutral
Cat-3,315,Ocata-16,2.49,,15338,125.7378125,0.6852,314.3445313,neutral
Cat-3,312,Ocata-16,2.46,,15140,385.8016,0.6091,964.504,neutral
Cat-3,307,Ocata-16,2.44,,14745,339.0175,0.7173,847.54375,neutral
Cat-3,305,Ocata-16,2.41,,14646,359.9142373,0.275,899.7855932,male
Cat-3,304,Ocata-16,2.4,,14172,32.51076923,0.5071,81.27692308,neutral
Cat-3,304,Ocata-16,2.39,,14109,223.2138462,0.2899,558.0346154,neutral
Cat-3,303,Ocata-16,2.39,,14004,107.1717241,0.5904,267.9293103,neutral
Cat-3,302,Ocata-16,2.39,,13924,334.768,0.5282,836.92,neutral
Cat-3,302,Ocata-16,2.38,,13468,396.4542609,0.3433,991.1356522,neutral
Cat-3,302,Ocata-16,2.38,,12882,100.3370435,0.5417,250.8426087,neutral
Cat-3,298,Ocata-16,2.38,,12776,242.6097297,0.363,606.5243243,neutral
Cat-3,298,Ocata-16,2.36,,12662,270.8248649,0.4836,677.0621622,neutral
Cat-3,298,Ocata-16,2.36,,12366,104.7448649,0.7615,261.8621622,neutral
Cat-3,296,Ocata-16,2.36,,12217,183.5179816,0.3947,458.7949541,neutral
Cat-3,295,Ocata-16,2.34,,12197,132.795,0.3354,331.9875,male
Cat-3,293,Ocata-16,2.34,,12163,54.96358492,0.3094,137.4089623,male
Cat-3,293,Ocata-16,2.33,,12069,115.2039623,0.768,288.0099057,male
Cat-3,292,Ocata-16,2.33,,11865,154.5685714,0.2039,386.4214286,male
Cat-3,292,Ocata-16,2.32,,11613,284.9365714,0.7846,712.3414286,male
Cat-3,291,Ocata-16,2.32,,11560,317.7538462,0.3186,794.3846154,male
Cat-3,291,Ocata-16,2.32,,11267,273.6467308,0.347,684.1168269,male
Cat-3,290,Ocata-16,2.32,,11222,127.673398,0.6263,319.1834951,male
Cat-3,289,Ocata-16,2.31,,10836,393.4988235,0.6332,983.7470588,male
Cat-3,288,Ocata-16,2.3,,10638,255.2479208,0.2108,638.119802,male
Cat-3,286,Ocata-16,2.3,,10573,370.5327273,0.561,926.3318182,male
Cat-3,285,Ocata-16,2.29,,10416,242.3477551,0.5554,605.8693878,neutral
Cat-3,283,Ocata-16,2.28,,10325,400.3843752,0.7212,1000.960938,neutral
Cat-3,283,Ocata-16,2.27,,10041,69.451875,0.318,173.6296875,neutral
Cat-3,280,Ocata-16,2.27,,9843,179.3735484,0.3604,448.433871,neutral
Cat-3,1008,Pike-17,2.25,,378228,215.0283069,0.4926,537.5707673,female
Cat-3,796,Pike-17,5.52,,260003,288.5703448,0.8412,721.4258621,female
Cat-3,707,Pike-17,4.46,,169371,407.697654,0.3914,1019.244135,male
Cat-3,696,Pike-17,4.02,,81604,207.0898232,0.2372,517.724558,male
Cat-3,689,Pike-17,3.96,,69979,276.099243,0.6263,690.2481076,male
Cat-3,614,Pike-17,3.93,,69716,286.4807494,0.6332,716.2018736,female
Cat-3,563,Pike-17,3.56,,69121,397.0962234,0.2108,992.7405585,female
Cat-3,554,Pike-17,3.3,,61630,350.9749319,0.561,877.4373297,female
Cat-3,547,Pike-17,3.26,,56739,324.2695,0.5554,810.67375,male
Cat-3,544,Pike-17,3.22,,45025,168.5806723,0.7212,421.4516807,male
Cat-3,520,Pike-17,3.21,,43034,51.35891892,0.318,128.3972973,female
Cat-3,461,Pike-17,3.09,,43020,256.1615038,0.3604,275.4416058,male
Cat-3,459,Pike-17,2.79,,36108,181.3861765,0.4926,453.4654412,male
Cat-3,458,Pike-17,2.78,,35750,335.2243542,0.8412,838.0608856,female
Cat-3,436,Pike-17,2.78,,32110,306.3975904,0.3914,765.9939759,female
Cat-3,426,Pike-17,2.67,,31079,406.841088,0.2372,1017.10272,male
Cat-3,422,Pike-17,2.62,,30456,391.9814754,0.4482,422.7455319,male
Cat-3,421,Pike-17,2.6,,30300,123.8615384,0.6378,309.6538461,neutral
Cat-3,401,Pike-17,2.59,,29000,76.58691588,0.4902,191.4672897,neutral
Cat-3,400,Pike-17,2.5,,28619,233.5597183,0.2662,583.8992958,neutral
Cat-3,394,Pike-17,2.49,,27393,139.22896,0.554,308.6804348,neutral
Cat-3,389,Pike-17,2.46,,26987,216.3923762,0.2108,540.9809406,neutral
Cat-3,386,Pike-17,2.44,,26610,299.5467337,0.561,748.8668342,neutral
Cat-3,386,Pike-17,2.42,,25997,272.9922613,0.5554,682.4806533,neutral
Cat-3,379,Pike-17,2.42,,25618,391.9814754,0.7212,814.3234375,neutral
Cat-3,372,Pike-17,2.39,,25547,254.7916757,0.318,636.9791892,neutral
Cat-3,363,Pike-17,2.35,,24933,142.7860227,0.3604,356.9650568,neutral
Cat-3,360,Pike-17,2.31,,24278,389.2580347,0.4926,973.1450867,neutral
Cat-3,356,Pike-17,2.29,,23144,245.7249704,0.8412,614.312426,neutral
Cat-3,356,Pike-17,2.27,,21549,256.1615038,0.3914,514.0653846,neutral
Cat-3,355,Pike-17,2.27,,20998,359.9407143,0.2372,899.8517857,neutral
Cat-3,343,Pike-17,2.27,,20858,233.0976923,0.4482,582.7442308,neutral
Cat-3,342,Pike-17,2.21,,19737,55.11393548,0.6378,137.7848387,male
Cat-3,338,Pike-17,2.2,,19651,46.6647682,0.4902,116.6619205,male
Cat-3,338,Pike-17,2.18,,19401,390.766755,0.2662,976.9168874,male
Cat-3,334,Pike-17,2.18,,19290,327.8979592,0.554,819.744898,male
Cat-3,326,Pike-17,2.16,,19104,47.86417268,0.6852,119.6604317,male
Cat-3,325,Pike-17,2.12,,18309,300.1595652,0.6091,750.398913,male
Cat-3,325,Pike-17,2.12,,17665,256.1615038,0.7173,234.298913,male
Cat-3,322,Pike-17,2.12,,16988,43.584,0.275,108.96,male
Cat-3,322,Pike-17,2.1,,16752,391.9814754,0.5071,337.1733333,male
Cat-3,320,Pike-17,2.1,,16646,256.1615038,0.2899,640.4037594,male
Cat-3,319,Pike-17,2.09,,16382,139.22896,0.5904,327.8022727,neutral
Cat-3,316,Pike-17,2.09,,16023,139.22896,0.5282,251.4523256,neutral
Cat-3,316,Pike-17,2.07,,15460,139.22896,0.3433,183.4883721,neutral
Cat-3,315,Pike-17,2.07,,15376,111.79125,0.5417,279.478125,neutral
Cat-3,314,Pike-17,2.07,,14992,63.76188976,0.363,159.4047244,neutral
Cat-3,312,Pike-17,2.06,,13909,139.22896,0.4836,348.0724,neutral
Cat-3,310,Pike-17,2.05,,13728,190.3726829,0.7615,475.9317073,neutral
Cat-3,309,Pike-17,2.04,,13663,391.9814754,0.3947,979.9536885,male
Cat-3,308,Pike-17,2.04,,13609,268.0067768,0.3354,670.0169421,male
Cat-3,307,Pike-17,2.03,,13599,139.22896,0.3094,144.24625,male
Cat-3,307,Pike-17,2.03,,13373,331.3595,0.768,828.39875,neutral
Cat-3,306,Pike-17,2.03,,13288,235.3364706,0.2039,588.3411765,neutral
Cat-3,306,Pike-17,2.02,,13002,100.9038656,0.7846,252.2596639,neutral
Cat-3,305,Pike-17,2.02,,12953,382.5316949,0.42404,956.3292373,male
Cat-3,303,Pike-17,2.02,,12777,141.6677586,0.47695,354.1693966,neutral
Cat-3,302,Pike-17,2.01,,12308,409.4386088,0.37895,1023.596522,neutral
Cat-3,301,Pike-17,2,,12244,171.0378947,0.14567,427.5947368,neutral
Cat-3,298,Pike-17,2,,12161,391.9814754,0.4549,441.0310811,neutral
Cat-3,297,Pike-17,1.98,,12116,391.9814754,0.4335,1000.5467,male
