Category,Events,Gender,SZZ,Buggy,Tech_Diversity,Commits,Effort
Cat-2,Liberty,neutral,23.28,27,1,116,3
Cat-2,Liberty,neutral,23.48,27,1,115,2
Cat-2,Liberty,neutral,23.48,27,1,115,3
Cat-2,Liberty,neutral,22.81,26,1,114,3
Cat-2,Liberty,neutral,23.21,26,1,112,3
Cat-2,Liberty,neutral,23.21,26,1,112,4
Cat-2,Liberty,neutral,22.52,25,1,111,3
Cat-2,Liberty,neutral,22.94,25,1,109,3
Cat-2,Liberty,neutral,22.94,25,1,109,3
Cat-2,Liberty,female,22.64,24,1,106,3
Cat-2,Liberty,male,23.08,24,1,104,3
Cat-2,Liberty,male,23.3,24,1,103,2
Cat-2,Liberty,neutral,23.53,24,1,102,4
Cat-2,Liberty,neutral,22.77,23,1,101,2
Cat-2,Liberty,neutral,23,23,1,100,2
Cat-2,Liberty,neutral,23,23,1,100,4
Cat-2,Liberty,neutral,23.23,23,1,99,3
Cat-2,Mitaka,female,21.88,142,1,649,4
Cat-2,Mitaka,neutral,21.91,140,1,639,3
Cat-2,Mitaka,neutral,21.96,103,1,469,2
Cat-2,Mitaka,neutral,21.93,84,1,383,3
Cat-2,Mitaka,neutral,22.04,80,1,363,2
Cat-2,Mitaka,neutral,21.85,78,1,357,2
Cat-2,Mitaka,neutral,21.98,71,1,323,2
Cat-2,Mitaka,neutral,22.03,63,1,286,2
Cat-2,Mitaka,neutral,22.01,59,1,268,3
Cat-2,Mitaka,neutral,22.22,56,1,252,3
Cat-2,Mitaka,neutral,22.22,56,1,252,3
Cat-2,Mitaka,neutral,22,55,1,250,2
Cat-2,Mitaka,neutral,22.17,51,1,230,3
Cat-2,Mitaka,neutral,22.03,50,1,227,3
Cat-2,Mitaka,neutral,22.52,50,1,222,3
Cat-2,Mitaka,neutral,22.37,49,2,219,3
Cat-2,Mitaka,female,22.27,47,2,211,4
Cat-2,Mitaka,female,22.44,46,2,205,4
Cat-2,Mitaka,female,22.28,45,2,202,1
Cat-2,Mitaka,male,22.61,45,2,199,4
Cat-2,Mitaka,male,22.56,44,2,195,2
Cat-2,Mitaka,female,22.46,42,1,187,3
Cat-2,Mitaka,male,22.1,40,1,181,2
Cat-2,Mitaka,male,22.54,39,1,173,3
Cat-2,Mitaka,female,22.02,37,1,168,4
Cat-2,Mitaka,female,22.7,37,1,163,3
Cat-2,Mitaka,male,22.36,36,1,161,2
Cat-2,Mitaka,male,22.82,34,1,149,3
Cat-2,Mitaka,neutral,22.7,32,1,141,4
Cat-2,Mitaka,male,22.7,32,1,141,3
Cat-2,Mitaka,male,23.02,32,1,139,2
Cat-2,Mitaka,male,22.46,31,1,138,2
Cat-2,Mitaka,male,22.79,31,1,136,4
Cat-2,Mitaka,male,22.96,31,1,135,4
Cat-2,Mitaka,female,22.73,30,1,132,4
Cat-2,Mitaka,male,22.9,30,1,131,4
Cat-2,Mitaka,male,23.26,30,1,129,2
Cat-2,Mitaka,male,23.26,30,1,129,4
Cat-2,Mitaka,male,22.83,29,1,127,2
Cat-2,Mitaka,male,23.02,29,1,126,2
Cat-2,Mitaka,male,23.02,29,1,126,3
Cat-2,Mitaka,male,23.2,29,1,125,2
Cat-2,Mitaka,male,22.76,28,1,123,2
Cat-2,Mitaka,neutral,22.95,28,1,122,3
Cat-2,Mitaka,neutral,22.31,27,1,121,2
Cat-2,Mitaka,neutral,22.88,27,1,118,2
Cat-2,Mitaka,neutral,23.08,27,1,117,3
Cat-2,Mitaka,neutral,23.08,27,1,117,2
Cat-2,Mitaka,neutral,23.08,27,1,117,3
Cat-2,Mitaka,neutral,23.08,27,1,117,3
Cat-2,Mitaka,male,23.28,27,1,116,5
Cat-2,Mitaka,male,23.48,27,1,115,2
Cat-2,Mitaka,male,22.81,26,1,114,2
Cat-2,Mitaka,male,23.01,26,1,113,3
Cat-2,Mitaka,male,23.01,26,1,113,3
Cat-2,Mitaka,male,23.01,26,1,113,3
Cat-2,Mitaka,male,22.52,25,1,111,3
Cat-2,Mitaka,neutral,22.73,25,1,110,3
Cat-2,Mitaka,neutral,22.94,25,1,109,2
Cat-2,Mitaka,neutral,22.22,24,1,108,2
Cat-2,Mitaka,male,22.43,24,1,107,2
Cat-2,Newton,male,21.76,274,1,1259,5
Cat-2,Newton,male,21.76,185,1,850,3
Cat-2,Newton,male,21.94,113,1,515,5
Cat-2,Newton,male,22.05,99,1,449,3
Cat-2,Newton,female,22.07,94,1,426,4
Cat-2,Newton,female,22.07,81,1,367,3
Cat-2,Newton,female,22.13,81,1,366,2
Cat-2,Newton,female,22.04,80,1,363,3
Cat-2,Newton,female,22.12,71,1,321,4
Cat-2,Newton,female,21.95,63,1,287,3
Cat-2,Newton,male,22.01,59,1,268,3
Cat-2,Newton,male,22,55,1,250,3
Cat-2,Newton,male,22.08,53,1,240,4
Cat-2,Newton,male,22.17,51,1,230,2
Cat-2,Newton,male,22.12,50,1,226,2
Cat-2,Newton,male,22.27,49,1,220,4
Cat-2,Newton,male,22.37,49,1,219,3
Cat-2,Newton,male,22.54,48,1,213,5
Cat-2,Newton,male,22.06,45,1,204,2
Cat-2,Newton,male,22.28,45,1,202,3
Cat-2,Newton,male,22.34,44,1,197,5
Cat-2,Newton,male,22.56,44,1,195,4
Cat-2,Newton,male,22.4,43,1,192,5
Cat-2,Newton,male,22.53,41,1,182,4
Cat-2,Newton,neutral,22.73,40,1,176,3
Cat-2,Newton,male,22.42,37,1,165,3
Cat-2,Newton,male,22.42,37,1,165,3
Cat-2,Newton,male,22.7,37,1,163,3
Cat-2,Newton,male,22.5,36,1,160,2
Cat-2,Newton,male,22.5,36,1,160,2
Cat-2,Newton,neutral,22.5,36,1,160,5
Cat-2,Newton,neutral,22.64,36,1,159,6
Cat-2,Newton,neutral,22.58,35,1,155,4
Cat-2,Newton,neutral,22.88,35,1,153,5
Cat-2,Newton,neutral,22.67,34,1,150,5
Cat-2,Newton,neutral,22.3,33,1,148,6
Cat-2,Newton,neutral,22.45,33,1,147,3
Cat-2,Newton,neutral,22.6,33,1,146,2
Cat-2,Newton,neutral,22.6,33,3,146,6
Cat-2,Newton,neutral,22.6,33,3,146,7
Cat-2,Newton,neutral,22.54,32,3,142,2
Cat-2,Newton,neutral,22.86,32,3,140,2
Cat-2,Newton,neutral,22.46,31,3,138,2
Cat-2,Newton,neutral,22.96,31,3,135,2
Cat-2,Newton,neutral,22.39,30,3,134,3
Cat-2,Newton,neutral,23.08,30,3,130,2
Cat-2,Newton,neutral,23.26,30,3,129,2
Cat-2,Newton,female,22.66,29,3,128,2
Cat-2,Newton,neutral,23.02,29,3,126,3
Cat-2,Newton,neutral,22.58,28,3,124,3
Cat-2,Newton,neutral,22.58,28,3,124,3
Cat-2,Newton,neutral,22.31,27,2,121,4
Cat-2,Newton,neutral,22.5,27,2,120,4
Cat-2,Newton,neutral,22.69,27,2,119,2
Cat-2,Newton,neutral,23.08,27,2,117,4
Cat-2,Newton,male,23.08,27,1,117,2
Cat-2,Newton,male,23.28,27,1,116,4
Cat-2,Newton,male,23.48,27,1,115,2
Cat-2,Newton,neutral,22.73,25,1,110,2
Cat-2,Newton,neutral,22.94,25,1,109,5
Cat-2,Newton,male,22.22,24,1,108,4
Cat-2,Ocata,male,21.92,119,1,543,7
Cat-2,Ocata,neutral,22.02,83,1,377,4
Cat-2,Ocata,female,21.97,76,1,346,4
Cat-2,Ocata,female,21.98,71,1,323,5
Cat-2,Ocata,female,22.01,70,1,318,4
Cat-2,Ocata,female,22.15,68,1,307,2
Cat-2,Ocata,male,22.22,68,1,306,2
Cat-2,Ocata,female,22.18,63,1,284,2
Cat-2,Ocata,male,22.22,62,1,279,2
Cat-2,Ocata,male,21.9,60,1,274,2
Cat-2,Ocata,female,22.05,56,1,254,2
Cat-2,Ocata,female,22.18,53,1,239,1
Cat-2,Ocata,male,22.32,52,1,233,5
Cat-2,Ocata,male,22.12,50,1,226,2
Cat-2,Ocata,neutral,22.38,47,1,210,2
Cat-2,Ocata,male,22.45,44,1,196,5
Cat-2,Ocata,male,22.34,42,1,188,5
Cat-2,Ocata,neutral,22.6,40,1,177,5
Cat-2,Ocata,neutral,22.67,39,1,172,6
Cat-2,Ocata,neutral,22.35,38,1,170,4
Cat-2,Ocata,neutral,22.35,38,1,170,5
Cat-2,Ocata,neutral,22.56,37,1,164,2
Cat-2,Ocata,male,22.56,37,1,164,4
Cat-2,Ocata,male,22.56,37,1,164,5
Cat-2,Ocata,male,22.84,37,1,162,5
Cat-2,Ocata,female,23.03,35,1,152,1
Cat-2,Ocata,male,22.67,34,1,150,2
Cat-2,Ocata,male,22.82,34,1,149,4
Cat-2,Ocata,male,22.82,34,1,149,2
Cat-2,Ocata,male,22.79,31,1,136,4
Cat-2,Ocata,neutral,22.79,31,1,136,2
Cat-2,Ocata,neutral,22.56,30,1,133,2
Cat-2,Ocata,neutral,22.66,29,1,128,2
Cat-2,Ocata,neutral,23.2,29,1,125,2
Cat-2,Ocata,neutral,22.5,27,1,120,1
Cat-2,Ocata,male,22.88,27,1,118,1
Cat-2,Ocata,neutral,23.08,27,1,117,3
Cat-2,Ocata,neutral,23.08,27,1,117,4
Cat-2,Ocata,neutral,23.28,27,1,116,2
Cat-2,Ocata,neutral,23.48,27,1,115,2
Cat-2,Ocata,neutral,23.48,27,1,115,2
Cat-2,Ocata,neutral,23.48,27,1,115,2
Cat-2,Ocata,neutral,22.52,25,1,111,4
Cat-2,Ocata,neutral,22.52,25,1,111,5
Cat-2,Ocata,neutral,22.52,25,1,111,1
Cat-2,Ocata,neutral,22.94,25,1,109,2
Cat-2,Ocata,male,22.22,24,1,108,3
Cat-2,Ocata,male,22.64,24,1,106,3
Cat-2,Ocata,male,22.64,24,1,106,3
Cat-2,Ocata,male,22.86,24,1,105,2
Cat-2,Ocata,male,22.86,24,1,105,2
Cat-2,Ocata,male,23.08,24,1,104,3
Cat-2,Ocata,male,23.08,24,1,104,2
Cat-2,Ocata,male,23.3,24,1,103,2
Cat-2,Ocata,male,23.53,24,1,102,3
Cat-2,Ocata,male,22.77,23,1,101,3
Cat-2,Ocata,male,23.23,23,1,99,4
Cat-2,Ocata,neutral,22.45,22,1,98,2
Cat-2,Ocata,neutral,22.92,22,1,96,3
Cat-2,Ocata,neutral,22.92,22,1,96,5
Cat-2,Ocata,neutral,23.66,22,1,93,5
Cat-2,Pike,female,21.8,179,1,821,4
Cat-2,Pike,female,21.84,133,1,609,4
Cat-2,Pike,male,21.92,114,1,520,2
Cat-2,Pike,male,22,112,1,509,2
Cat-2,Pike,male,21.91,110,1,502,3
Cat-2,Pike,female,22.01,94,1,427,2
Cat-2,Pike,female,22.07,83,1,376,3
Cat-2,Pike,female,22.07,81,1,367,3
Cat-2,Pike,male,21.94,79,1,360,2
Cat-2,Pike,male,21.85,78,1,357,4
Cat-2,Pike,female,21.92,73,1,333,3
Cat-2,Pike,male,21.9,60,1,274,3
Cat-2,Pike,male,22.06,60,1,272,3
Cat-2,Pike,female,22.14,60,1,271,5
Cat-2,Pike,female,22.09,55,1,249,3
Cat-2,Pike,male,22.18,53,1,239,2
Cat-2,Pike,male,22.55,53,1,235,2
Cat-2,Pike,neutral,22.22,52,1,234,2
Cat-2,Pike,neutral,22.43,48,1,214,1
Cat-2,Pike,neutral,22.54,48,1,213,2
Cat-2,Pike,neutral,22.22,46,1,207,2
Cat-2,Pike,neutral,22.28,45,1,202,2
Cat-2,Pike,neutral,22.61,45,1,199,2
Cat-2,Pike,neutral,22.61,45,1,199,2
Cat-2,Pike,neutral,22.4,43,1,192,1
Cat-2,Pike,neutral,22.7,42,1,185,4
Cat-2,Pike,neutral,22.73,40,1,176,5
Cat-2,Pike,neutral,22.54,39,1,173,4
Cat-2,Pike,neutral,22.49,38,1,169,5
Cat-2,Pike,neutral,22.49,38,1,169,3
Cat-2,Pike,neutral,22.02,37,1,168,2
Cat-2,Pike,neutral,22.44,35,1,156,4
Cat-2,Pike,male,22.58,35,1,155,2
Cat-2,Pike,male,22.52,34,1,151,4
Cat-2,Pike,male,22.52,34,1,151,5
Cat-2,Pike,male,22.45,33,1,147,5
Cat-2,Pike,male,23.02,32,1,139,4
Cat-2,Pike,male,22.46,31,1,138,2
Cat-2,Pike,male,22.46,31,1,138,2
Cat-2,Pike,male,22.96,31,1,135,2
Cat-2,Pike,male,22.96,31,1,135,4
Cat-2,Pike,male,22.56,30,1,133,2
Cat-2,Pike,neutral,22.73,30,1,132,4
Cat-2,Pike,neutral,23.26,30,1,129,2
Cat-2,Pike,neutral,23.26,30,1,129,4
Cat-2,Pike,neutral,22.66,29,1,128,2
Cat-2,Pike,neutral,22.83,29,1,127,5
Cat-2,Pike,neutral,23.2,29,1,125,2
Cat-2,Pike,neutral,22.76,28,1,123,2
Cat-2,Pike,male,22.95,28,1,122,4
Cat-2,Pike,male,22.31,27,1,121,2
Cat-2,Pike,male,22.5,27,1,120,2
Cat-2,Pike,neutral,22.5,27,1,120,5
Cat-2,Pike,neutral,22.69,27,1,119,5
Cat-2,Pike,neutral,22.69,27,1,119,2
Cat-2,Pike,male,22.88,27,1,118,3
Cat-2,Pike,neutral,23.28,27,1,116,2
Cat-2,Pike,neutral,23.48,27,1,115,8
Cat-2,Pike,neutral,22.81,26,1,114,4
Cat-2,Pike,neutral,22.52,25,1,111,1
Cat-2,Pike,male,22.73,25,1,110,4
